source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
Who is the adoptive brother of the main character of Assassin's Creed Valhalla?,アサシン クリード ヴァルハラの主人公の養子の兄弟は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O']","['Who', 'is', 'the', 'adoptive', 'brother', 'of', 'the', 'main', 'character', 'of', ""Assassin's"", 'Creed', 'Valhalla', '?']","['アサシン', 'クリード', 'ヴァルハラの主人公の養子の兄弟は誰ですか', '？']"
What is the name of the second Ratchet and Clank game?,2番目のラチェット＆クランク ゲームの名前は何ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['B-ORDINAL', 'O', 'O', 'O', 'O']","['What', 'is', 'the', 'name', 'of', 'the', 'second', 'Ratchet', 'and', 'Clank', 'game', '?']","['2番目のラチェット', '＆', 'クランク', 'ゲームの名前は何ですか', '？']"
What is the tenth Pokémon in the Pokedex?,ポケモン図鑑の10番目に載っているポケモンは何ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-PRODUCT', 'O']","['O', 'O']","['What', 'is', 'the', 'tenth', 'Pokémon', 'in', 'the', 'Pokedex', '?']","['ポケモン図鑑の10番目に載っているポケモンは何ですか', '？']"
What was the third game in the Legend of Zelda series?,ゼルダの伝説シリーズの3作品目のゲームは何ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'third', 'game', 'in', 'the', 'Legend', 'of', 'Zelda', 'series', '?']","['ゼルダの伝説シリーズの3作品目のゲームは何ですか', '？']"
What is the first Pokémon in the Pokedex?,ポケモン図鑑の最初のポケモンは何ですか?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-PRODUCT', 'O']","['O', 'O']","['What', 'is', 'the', 'first', 'Pokémon', 'in', 'the', 'Pokedex', '?']","['ポケモン図鑑の最初のポケモンは何ですか', '?']"
What is the ninth installment in the Assassin's Creed series?,アサシンクリードシリーズの9作目はなんですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'ninth', 'installment', 'in', 'the', ""Assassin's"", 'Creed', 'series', '?']","['アサシンクリードシリーズの9作目はなんですか', '？']"
What is the twelfth installment in the Assassin's Creed series?,アサシンクリードシリーズの12番目のシリーズはなんですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'twelfth', 'installment', 'in', 'the', ""Assassin's"", 'Creed', 'series', '?']","['アサシンクリードシリーズの12番目のシリーズはなんですか', '？']"
What game in the Legend of Zelda series sold the most copies?,ゼルダの伝説シリーズで一番コピーが売れたゲーム何ですか?,en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'game', 'in', 'the', 'Legend', 'of', 'Zelda', 'series', 'sold', 'the', 'most', 'copies', '?']","['ゼルダの伝説シリーズで一番コピーが売れたゲーム何ですか', '?']"
Which gaming console had the highest MSRP at its launch?,発売当初のメーカー希望小売価格が最も高かったゲーム機は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'gaming', 'console', 'had', 'the', 'highest', 'MSRP', 'at', 'its', 'launch', '?']","['発売当初のメーカー希望小売価格が最も高かったゲーム機は', '？']"
Did Mario first appear in Donkey Kong?,ドンキーコングにはじめてマリオが登場したの?,en,ja,"['O', 'B-PERSON', 'B-ORDINAL', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'O']","['Did', 'Mario', 'first', 'appear', 'in', 'Donkey', 'Kong', '?']","['ドンキーコングにはじめてマリオが登場したの', '?']"
Is the Metroid Prime franchise of games developed by Retro Games?,メトロイドプライムのシリーズはレトロゲームズが開発した?,en,ja,"['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O']","['Is', 'the', 'Metroid', 'Prime', 'franchise', 'of', 'games', 'developed', 'by', 'Retro', 'Games', '?']","['メトロイドプライムのシリーズはレトロゲームズが開発した', '?']"
Was Sonic's primary nemesis Dr. Ivo Robotnik originally known as Dr. Eggman in Japan?,ソニックの主な宿敵はドクターエッグマンとして日本で知られているアイヴォ・ロボトニック?,en,ja,"['O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O']","['Was', ""Sonic's"", 'primary', 'nemesis', 'Dr.', 'Ivo', 'Robotnik', 'originally', 'known', 'as', 'Dr.', 'Eggman', 'in', 'Japan', '?']","['ソニックの主な宿敵はドクターエッグマンとして日本で知られているアイヴォ', '・', 'ロボトニック', '?']"
"Who lasted longer as the supreme leader of North Korea, Kim Il-sung or Kim Jong-il?","""金日成と金正日では、どちらの方が北朝鮮の最高指導者として長く続きましたか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'O', 'O', 'O', 'O']","['Who', 'lasted', 'longer', 'as', 'the', 'supreme', 'leader', 'of', 'North', 'Korea', ',', 'Kim', 'Il', '-', 'sung', 'or', 'Kim', 'Jong', '-', 'il', '?']","['""', '金日成と金正日では', '、', 'どちらの方が北朝鮮の最高指導者として長く続きましたか', '？', '""']"
Did the 1948 Arab-Israeli War occur after the Vietnam War?,1948年のアラブ・イスラエル戦争はベトナム戦争の後に起きましたか？,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-DATE', 'O', 'O', 'O', 'O']","['Did', 'the', '1948', 'Arab', '-', 'Israeli', 'War', 'occur', 'after', 'the', 'Vietnam', 'War', '?']","['1948', '年のアラブ', '・', 'イスラエル戦争はベトナム戦争の後に起きましたか', '？']"
"Between Ulysses S Grant and Abe Lincoln, which one was president first?","""ユリシーズ・グラントとエイブラハム・リンカーンはどちらが最初に首相になりましたか？""",en,ja,"['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-ORDINAL', 'O']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['Between', 'Ulysses', 'S', 'Grant', 'and', 'Abe', 'Lincoln', ',', 'which', 'one', 'was', 'president', 'first', '?']","['""', 'ユリシーズ', '・', 'グラントとエイブラハム', '・', 'リンカーンはどちらが最初に首相になりましたか', '？', '""']"
"Which World War had the most casualties, World War I or World War II?","""第一次世界大戦か第二次世界大戦、どちらの方が犠牲者の数が多かった?""",en,ja,"['O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-EVENT', 'O', 'O', 'O', 'O']","['Which', 'World', 'War', 'had', 'the', 'most', 'casualties', ',', 'World', 'War', 'I', 'or', 'World', 'War', 'II', '?']","['""', '第一次世界大戦か第二次世界大戦', '、', 'どちらの方が犠牲者の数が多かった', '?', '""']"
"Who discovered America first, Amerigo Vespucci or Christopher Columbus?",アメリゴ・ヴェスプッチかクリストファー・コロンブスのどちらが先にアメリカ大陸を発見した?,en,ja,"['O', 'O', 'B-GPE', 'B-ORDINAL', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON']","['Who', 'discovered', 'America', 'first', ',', 'Amerigo', 'Vespucci', 'or', 'Christopher', 'Columbus', '?']","['アメリゴ', '・', 'ヴェスプッチかクリストファー', '・', 'コロンブスのどちらが先にアメリカ大陸を発見した', '?']"
"What was built first, the Erie Canal or the Trans-Continental Railroad?","""エリー運河と大陸横断鉄道、どっちが先につくられた？""",en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'B-LOC', 'O', 'O', 'O', 'O']","['What', 'was', 'built', 'first', ',', 'the', 'Erie', 'Canal', 'or', 'the', 'Trans', '-', 'Continental', 'Railroad', '?']","['""', 'エリー運河と大陸横断鉄道', '、', 'どっちが先につくられた', '？', '""']"
"Who served a longer term, William Taft or Theodore Roosevelt?","""ウィリアム・タフトとセオドア・ルーズヴェルトでは、どちらの方が任期を長くつとめましたか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['Who', 'served', 'a', 'longer', 'term', ',', 'William', 'Taft', 'or', 'Theodore', 'Roosevelt', '?']","['""', 'ウィリアム', '・', 'タフトとセオドア', '・', 'ルーズヴェルトでは', '、', 'どちらの方が任期を長くつとめましたか', '？', '""']"
"What war lasted longer, the Korean War or the Gulf War?","""朝鮮戦争と湾岸戦争、どっちが長く続いた？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-EVENT', 'O', 'O', 'O', 'O']","['What', 'war', 'lasted', 'longer', ',', 'the', 'Korean', 'War', 'or', 'the', 'Gulf', 'War', '?']","['""', '朝鮮戦争と湾岸戦争', '、', 'どっちが長く続いた', '？', '""']"
"Who served longer as prime minister of the UK, Margaret Thatcher or Tony Blair?","""マーガレット・サッチャーとトニー・ブレアでは、どちらの方が首相として長くつとめましたか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['Who', 'served', 'longer', 'as', 'prime', 'minister', 'of', 'the', 'UK', ',', 'Margaret', 'Thatcher', 'or', 'Tony', 'Blair', '?']","['""', 'マーガレット', '・', 'サッチャーとトニー', '・', 'ブレアでは', '、', 'どちらの方が首相として長くつとめましたか', '？', '""']"
"Who had a shorter reign, Henry III of England or Edward III of England?","""イングランドのヘンリー3世とイングランドのエドワード3世では、どちらの統治が短かったですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Who', 'had', 'a', 'shorter', 'reign', ',', 'Henry', 'III', 'of', 'England', 'or', 'Edward', 'III', 'of', 'England', '?']","['""', 'イングランドのヘンリー3世とイングランドのエドワード3世では', '、', 'どちらの統治が短かったですか', '？', '""']"
"Who served as Canadian prime minister for longer, Kim Campbell or William Mackenzie King?","""キム・キャンベルとウィリアム・マッケンジー・キング、カナダ首相としての在任期間はどっちが長い？""",en,ja,"['O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['Who', 'served', 'as', 'Canadian', 'prime', 'minister', 'for', 'longer', ',', 'Kim', 'Campbell', 'or', 'William', 'Mackenzie', 'King', '?']","['""', 'キム', '・', 'キャンベルとウィリアム', '・', 'マッケンジー', '・', 'キング', '、', 'カナダ首相としての在任期間はどっちが長い', '？', '""']"
Did more Americans die in World War II or the American Civil War?,より多くのアメリカ人が死亡したのは第二次世界大戦か、それともアメリカ南北戦争ですか？,en,ja,"['O', 'O', 'B-NORP', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O', 'O', 'O']","['Did', 'more', 'Americans', 'die', 'in', 'World', 'War', 'II', 'or', 'the', 'American', 'Civil', 'War', '?']","['より多くのアメリカ人が死亡したのは第二次世界大戦か', '、', 'それともアメリカ南北戦争ですか', '？']"
Was the Panama Canal completed before Teddy Roosevelt died?,パナマ運河は、テディ・ルーズヴェルトが亡くなる前に完成しましたか？,en,ja,"['O', 'B-FAC', 'I-FAC', 'I-FAC', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']","['Was', 'the', 'Panama', 'Canal', 'completed', 'before', 'Teddy', 'Roosevelt', 'died', '?']","['パナマ運河は', '、', 'テディ', '・', 'ルーズヴェルトが亡くなる前に完成しましたか', '？']"
"Which lasted longer, the Vietnam War or World War II?","""ベトナム戦争と第二次世界大戦、期間が長かったのはどっち?""",en,ja,"['O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-EVENT', 'O', 'O', 'O', 'O']","['Which', 'lasted', 'longer', ',', 'the', 'Vietnam', 'War', 'or', 'World', 'War', 'II', '?']","['""', 'ベトナム戦争と第二次世界大戦', '、', '期間が長かったのはどっち', '?', '""']"
Was the Qing Dynasty founded after 1800?,清王朝は1800年以降に築かれた？,en,ja,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O']","['B-PERSON', 'O']","['Was', 'the', 'Qing', 'Dynasty', 'founded', 'after', '1800', '?']","['清王朝は1800年以降に築かれた', '？']"
"Which disease killed more people around the world, bubonic plague or smallpox?","""腺ペストによる死者と天然痘による死者、世界でどっちが多い？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Which', 'disease', 'killed', 'more', 'people', 'around', 'the', 'world', ',', 'bubonic', 'plague', 'or', 'smallpox', '?']","['""', '腺ペストによる死者と天然痘による死者', '、', '世界でどっちが多い', '？', '""']"
"Which Revolution lasted longer, the French or the American?","""フランス革命とアメリカ革命、どっちが長かった？""",en,ja,"['O', 'B-EVENT', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'B-NORP', 'O']","['O', 'B-GPE', 'O', 'O', 'O', 'O']","['Which', 'Revolution', 'lasted', 'longer', ',', 'the', 'French', 'or', 'the', 'American', '?']","['""', 'フランス革命とアメリカ革命', '、', 'どっちが長かった', '？', '""']"
"Which country was founded first, Ethiopia or Nigeria?","""エチオピアとナイジェリア、どっちの建国が先？""",en,ja,"['O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'B-GPE', 'O', 'O', 'O', 'O']","['Which', 'country', 'was', 'founded', 'first', ',', 'Ethiopia', 'or', 'Nigeria', '?']","['""', 'エチオピアとナイジェリア', '、', 'どっちの建国が先', '？', '""']"
"Which lasted longer, the American Revolutionary War or the Civil War?","""アメリカ革命戦争と南北戦争では、どちらの方が長く続きましたか？""",en,ja,"['O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-EVENT', 'O', 'O', 'O', 'O']","['Which', 'lasted', 'longer', ',', 'the', 'American', 'Revolutionary', 'War', 'or', 'the', 'Civil', 'War', '?']","['""', 'アメリカ革命戦争と南北戦争では', '、', 'どちらの方が長く続きましたか', '？', '""']"
"Which nation lost World War II, Germany or the United States?","""世界第2次大戦で敗戦したのは、ドイツかアメリカのどっち?""",en,ja,"['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-GPE', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'B-EVENT', 'O', 'B-GPE', 'O', 'O']","['Which', 'nation', 'lost', 'World', 'War', 'II', ',', 'Germany', 'or', 'the', 'United', 'States', '?']","['""', '世界第2次大戦で敗戦したのは', '、', 'ドイツかアメリカのどっち', '?', '""']"
"Which war lasted longer, the Vietnam War or the Korean War?","""ベトナム戦争と朝鮮戦争では、どちらの戦争が長く続きましたか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-EVENT', 'O', 'O', 'O', 'O']","['Which', 'war', 'lasted', 'longer', ',', 'the', 'Vietnam', 'War', 'or', 'the', 'Korean', 'War', '?']","['""', 'ベトナム戦争と朝鮮戦争では', '、', 'どちらの戦争が長く続きましたか', '？', '""']"
"Which was larger, the Achaemenid Empire or the Mongol Empire?","""ペルシャ帝国とモンゴル帝国、どちらが大きかった？""",en,ja,"['O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'B-GPE', 'O', 'O', 'O', 'O']","['Which', 'was', 'larger', ',', 'the', 'Achaemenid', 'Empire', 'or', 'the', 'Mongol', 'Empire', '?']","['""', 'ペルシャ帝国とモンゴル帝国', '、', 'どちらが大きかった', '？', '""']"
